0,1
0.0,-1.917848549326277
0.02,-1.5911747431165284
0.04,-1.1586230078209323
0.06,-0.6415666156793263
0.08,-0.06687315814783512
0.1,0.5346949977359653
0.12,1.130329285011307
0.14,1.687157721713601
0.16,2.174238560500781
0.18,2.564440667259587
0.2,2.8360934838341247
0.22,2.974303765661572
0.24,2.971857066997562
0.26,2.8296478712214688
0.28,2.556611705112737
0.3,2.169163686840778
0.32,1.6901787857630357
0.34,1.1475776838257377
0.36,0.5726067285361459
0.38,-0.002080486735401732
0.4,-0.5444200819093371
0.42,-1.0248887765299666
0.44,-1.4182871281603606
0.46,-1.7052442080234573
0.48,-1.8733504106996721
0.5,-1.917848549326277
0.52,-1.8418412102451371
0.54,-1.6560027821506413
0.56,-1.3778157210486814
0.58,-1.0303805063512659
0.6,-0.6408755068489813
0.62,-0.23876492684607092
0.64,0.14613123616202195
0.66,0.4855827094967511
0.68,0.7547865623275491
0.7000000000000001,0.9339804512438173
0.72,1.0097292642041946
0.74,0.9758036101410192
0.76,0.8335944143649261
0.78,0.5920372036553622
0.8,0.26705065425047114
0.8200000000000001,-0.11947531916900289
0.84,-0.5410781671782889
0.86,-0.9684197570154325
0.88,-1.3711746985927824
0.9,-1.7199905864942833
0.92,-1.9883961247333972
0.9400000000000001,-2.1545362335297162
0.96,-2.2026239823531673
0.98,-2.124016877828281
1.0,-1.9178485493262774
1.02,-1.5911747431165308
1.04,-1.1586230078209316
1.06,-0.6415666156793223
1.08,-0.06687315814783235
1.1,0.5346949977359647
1.12,1.13032928501131
1.1400000000000001,1.6871577217136
1.16,2.174238560500778
1.18,2.5644406672595883
1.2,2.8360934838341243
1.22,2.9743037656615714
1.24,2.971857066997562
1.26,2.8296478712214697
1.28,2.5566117051127373
1.3,2.169163686840779
1.32,1.690178785763033
1.34,1.1475776838257388
1.36,0.5726067285361391
1.3800000000000001,-0.0020804867354046186
1.4000000000000001,-0.5444200819093361
1.42,-1.0248887765299655
1.44,-1.4182871281603604
1.46,-1.7052442080234564
1.48,-1.8733504106996726
1.5,-1.917848549326277
1.52,-1.8418412102451385
1.54,-1.6560027821506418
1.56,-1.377815721048684
1.58,-1.030380506351264
1.6,-0.6408755068489821
1.62,-0.23876492684606881
1.6400000000000001,0.14613123616202117
1.6600000000000001,0.48558270949675275
1.68,0.7547865623275456
1.7,0.9339804512438172
1.72,1.0097292642041942
1.74,0.9758036101410195
1.76,0.8335944143649265
1.78,0.5920372036553607
1.8,0.2670506542504717
1.82,-0.119475319169005
1.84,-0.5410781671782909
1.86,-0.9684197570154376
1.8800000000000001,-1.3711746985927808
1.9000000000000001,-1.7199905864942826
1.92,-1.9883961247333977
1.94,-2.1545362335297162
1.96,-2.2026239823531673
1.98,-2.1240168778282804
2.0,-1.917848549326278
2.02,-1.5911747431165324
2.04,-1.1586230078209325
2.06,-0.6415666156793302
2.08,-0.06687315814783346
2.1,0.5346949977359629
2.12,1.130329285011309
2.14,1.6871577217135991
2.16,2.1742385605007835
2.18,2.564440667259588
2.2,2.8360934838341243
2.22,2.9743037656615714
2.24,2.9718570669975617
2.2600000000000002,2.829647871221467
2.2800000000000002,2.556611705112738
2.3000000000000003,2.1691636868407675
2.32,1.6901787857630413
2.34,1.1475776838257477
2.36,0.5726067285361414
2.38,-0.002080486735402176
2.4,-0.5444200819093352
2.42,-1.0248887765299646
