2.44,-1.4182871281603566
2.46,-1.7052442080234544
2.48,-1.8733504106996723
2.5,-1.917848549326277
2.52,-1.8418412102451387
2.54,-1.6560027821506371
2.56,-1.3778157210486803
2.58,-1.0303805063512648
2.6,-0.6408755068489829
2.62,-0.23876492684607525
2.64,0.14613123616202572
2.66,0.485582709496752
2.68,0.7547865623275483
2.7,0.9339804512438168
2.72,1.0097292642041948
2.74,0.9758036101410182
2.7600000000000002,0.8335944143649241
2.7800000000000002,0.592037203655361
2.8000000000000003,0.2670506542504726
2.82,-0.11947531916899845
2.84,-0.541078167178284
2.86,-0.9684197570154249
2.88,-1.3711746985927802
2.9,-1.7199905864942822
2.92,-1.9883961247333972
2.94,-2.1545362335297145
2.96,-2.2026239823531673
2.98,-2.1240168778282804
3.0,-1.9178485493262785
3.02,-1.5911747431165333
3.04,-1.1586230078209403
3.06,-0.6415666156793234
3.08,-0.06687315814783468
3.1,0.5346949977359616
3.12,1.1303292850112996
3.14,1.6871577217136056
3.16,2.1742385605007826
3.18,2.564440667259587
3.2,2.8360934838341234
3.22,2.974303765661573
3.24,2.9718570669975617
3.2600000000000002,2.8296478712214674
3.2800000000000002,2.556611705112739
3.3000000000000003,2.169163686840781
3.3200000000000003,1.690178785763028
3.34,1.147577683825749
3.36,0.5726067285361578
3.38,-0.002080486735402398
3.4,-0.5444200819093341
3.42,-1.0248887765299637
3.44,-1.4182871281603542
3.46,-1.7052442080234589
3.48,-1.873350410699672
3.5,-1.9178485493262771
3.52,-1.841841210245139
3.54,-1.656002782150646
3.56,-1.3778157210486808
3.58,-1.0303805063512654
3.6,-0.6408755068489838
3.62,-0.23876492684607603
3.64,0.14613123616202495
3.66,0.4855827094967514
3.68,0.7547865623275479
3.7,0.9339804512438167
3.72,1.0097292642041948
3.74,0.9758036101410185
3.7600000000000002,0.8335944143649245
3.7800000000000002,0.5920372036553617
3.8000000000000003,0.26705065425047314
3.8200000000000003,-0.11947531916900911
3.84,-0.5410781671782833
3.86,-0.968419757015424
3.88,-1.3711746985927795
3.9,-1.7199905864942813
3.92,-1.9883961247333968
3.94,-2.1545362335297145
3.96,-2.2026239823531673
3.98,-2.124016877828281
4.0,-1.917848549326279
4.0200000000000005,-1.5911747431165233
4.04,-1.1586230078209412
4.0600000000000005,-0.6415666156793245
4.08,-0.06687315814783573
4.1,0.5346949977359435
4.12,1.1303292850112985
4.14,1.6871577217135896
4.16,2.1742385605007817
4.18,2.564440667259577
4.2,2.836093483834123
4.22,2.974303765661571
4.24,2.9718570669975617
4.26,2.8296478712214737
4.28,2.5566117051127395
4.3,2.1691636868407813
4.32,1.6901787857630288
4.34,1.1475776838257499
4.36,0.5726067285361425
4.38,-0.002080486735401288
4.4,-0.5444200819093477
4.42,-1.024888776529963
4.44,-1.418287128160363
4.46,-1.7052442080234584
4.48,-1.8733504106996748
4.5,-1.9178485493262771
4.5200000000000005,-1.8418412102451356
4.54,-1.6560027821506464
4.5600000000000005,-1.3778157210486817
4.58,-1.0303805063512663
4.6000000000000005,-0.6408755068489732
4.62,-0.23876492684607675
4.64,0.14613123616201384
4.66,0.485582709496751
4.68,0.7547865623275412
4.7,0.9339804512438117
4.72,1.0097292642041955
4.74,0.9758036101410187
4.76,0.8335944143649245
4.78,0.5920372036553624
4.8,0.2670506542504739
4.82,-0.11947531916902143
4.84,-0.5410781671782825
4.86,-0.9684197570154492
4.88,-1.3711746985927653
4.9,-1.7199905864942897
4.92,-1.988396124733387
4.94,-2.154536233529717
4.96,-2.2026239823531673
4.98,-2.1240168778282777
